Filename,n_sequences_tips,alignment_length,gamma_shape,prop_invariant,insertion_rate,deletion_rate,mean_insertion_length,mean_deletion_length,best_BD_speciation_rate,best_BD_extinction_rate,best_BD_speciation_alpha,best_BD_extinction_alpha,gamma,normalized_colless_index,bd_weight,best_BCSTDCST,best_BEXPDCST,best_BLINDCST,best_BCSTDEXP,best_BEXPDEXP,best_BLINDEXP,best_BCSTDLIN,best_BEXPDLIN,best_BLINDLIN,best_COALCST,best_COALEXP,best_COALLIN,best_COALSTEP,best_COALLOG,tree_length,crown_age
PF12822.fasta,46,355,3.0127,0.0,0.091855480710349,0.0796080832823025,10.3630769230769,12.9538461538462,4.44089209850063e-16,27.9598144093938,0.0,9.89542460410488,-1.86160270148589,0.158585858585859,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,42.68474,2.99992
PF10559.fasta,113,40,1.7871,0.0477,0.0442477876106195,0.154867256637168,1.9424,2.428,6.01671062218011,44.6886685276615,0.0,0.773962877933438,-34.6934100703139,0.188223938223938,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,41.66215,4.02673
PF02133.fasta,14,478,3.9903,0.004,0.239091452480574,0.373580394500897,2.39175257731959,2.98969072164948,2.2204460492503099e-16,0.155312679847976,0.0,0.0,-2.27649423334912,0.282051282051282,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14.16978,2.68349
PF11431.fasta,10,45,0.8721,0.0,0.0,0.222222222222222,1.2,1.5,290.40330648274,384.289203606694,234.565019566466,0.0,-1.9210035011361,0.777777777777778,0.9999999937435455,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5152,1.33495
PF00860.fasta,20,446,2.8696,0.0,0.190582959641256,0.302690582959641,3.23428571428571,4.04285714285714,2.2204460492503099e-16,0.0829509637796134,0.0,0.0,-4.30601298444583,0.263157894736842,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17.69608,2.9163
PF01184.fasta,152,298,1.4309,0.0,0.0353232073472271,0.0309078064288237,4.40016044925792,5.5002005615724,35.7637932222829,72.1958638229033,12.1959737012959,0.0,-42.5365491653385,0.0810596026490066,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,58.65249,2.69143
PF09982.fasta,53,521,1.5305,0.0244,0.101401513779741,0.0869155832397784,5.9485549132948,7.4356936416185,20.076267555534,132.326631901159,7.39506555672889,2.3621896081133,-0.479338572944239,0.184766214177979,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,46.20776,2.80604
PF01694.fasta,60,226,1.2463,0.0,0.0589970501474926,0.0884955752212389,7.54309978768578,9.42887473460722,2.2204460492503099e-16,3.50289677828605,0.0,0.795737657355795,41.9174100128657,0.241963763880771,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,54.78458,4.75017
PF01891.fasta,92,320,1.2517,0.022,0.0849184782608696,0.0951086956521739,4.29522842639594,5.36903553299492,4.44089209850063e-16,5.93732477831109,0.0,1.45494874882977,-31.9690685185222,0.232234432234432,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,58.08904,4.29092
PF02632.fasta,621,337,1.5057,0.0214,0.0138572322806615,0.0152907390683162,5.17731824118415,6.47164780148019,7.67831997027342,31.3615015416719,0.0,0.0,16953.1069981444,0.021991766116004,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,371.72371,4.03503
PF07946.fasta,149,593,1.6761,0.0222,0.0486662064126215,0.0509297508969295,5.08185005844047,6.35231257305059,4.44089209850063e-16,4.87916217130948,0.0,0.0,-40.260802066503,0.116289759146902,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,79.14821,4.11964
PF09175.fasta,25,174,3.131,0.0,0.0919540229885057,0.160919540229885,1.42641509433962,1.78301886792453,4.44089209850063e-16,0.0599806057087909,0.0,0.0,-126.46000615728,0.452898550724638,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12.95695,2.07404
PF03626.fasta,317,111,1.0,0.0,0.0142097933896041,0.0227356694233666,4.91640866873065,6.14551083591331,8.77545779368983e-32,21.6691080825812,0.0,0.579415466464348,-51.3171774213489,0.122925457102672,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,182.85741,6.25983
PF03002.fasta,5,18,2.298,0.0,0.0,0.0,1.0,1.0,2.2204460492503099e-16,0.0074730066932452,2.48276998713629,0.0,-0.653709266474338,1.0,0.9999999999986255,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.61888,0.54579
PF00122.fasta,65,266,2.0081,0.0218,0.075187969924812,0.0636205899363794,4.82470308788599,6.03087885985748,43.9489137036057,66.5627897760816,11.9764911009806,19.4359042458542,88.768457763502,0.19047619047619,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,60.64105,3.69624
PF03665.fasta,77,328,1.375,0.0221,0.0871080139372822,0.0871080139372822,5.10438542310068,6.38048177887585,42.2929366071109,80.5384993711379,15.8980909208899,0.0,-7.46698489603349,0.0835087719298246,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.04902,2.54951
PF01566.fasta,73,479,1.6201,0.0,0.0714959819258158,0.077215660479881,3.74477766287487,4.68097207859359,8.881784197001249e-16,23.9278078514896,0.0,6.41901290668868,-58.8660030585133,0.187010954616588,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,43.20243,3.46944
PF03797.fasta,521,450,3.2193,0.0,0.018340797611431,0.0149285561953508,3.80736595881301,4.75920744851626,1.11555209514336e-12,24.7222031782605,0.0,0.0,95.3661977507979,0.0336297613754261,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,414.86524,4.09892
PF13641.fasta,16,409,4.136,0.0,0.779339853300734,0.427872860635697,2.70219922380336,3.3777490297542,2.2204460492503099e-16,0.0881187821565277,0.0,0.0,-3.17696159134148,0.361904761904762,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21.51805,2.6841
PF03840.fasta,617,94,2.6598,0.0,0.0155177764750509,0.0189661712472844,2.20573330867394,2.75716663584243,1.77635683940025e-15,36.3061528006883,0.0,0.0,-94.6510874295527,0.0297751029458347,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,213.41446,2.66003
PF13534.fasta,64,155,0.9002,0.053,0.211693548387097,0.161290322580645,3.56874506708761,4.46093133385951,4.44089209850063e-16,1.37139723713394,0.0,0.364188537605204,40.9386699491304,0.131080389144905,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,49.76961,4.01131
PF01007.fasta,25,151,1.0,0.0,0.0794701986754967,0.132450331125828,2.34736842105263,2.93421052631579,31.1864046846992,45.2418091102396,23.7583011175072,0.0,-5.21196593648501,0.184782608695652,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13.23118,1.33965
PF17174.fasta,12,137,1.0,0.0,0.0608272506082725,0.0608272506082725,1.0,1.0,5.2608918572708,1.04579738923546,4.99750932147063,0.0,-1.48774149789689,0.490909090909091,0.9999996988614722,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.77961,1.06768
PF01066.fasta,227,305,1.2113,0.028,0.0259984112082039,0.0274427673864375,6.52754491017964,8.15943113772455,6.18255626350304e-22,11.2673390426906,0.0,1.69754110845458,-52.4739339699614,0.112841691248771,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,127.56064,6.97702
PF07856.fasta,26,273,0.95,0.0,0.140884756269372,0.140884756269372,8.18864628820961,10.235807860262,2.2204460492503099e-16,2.83737498328037,0.0,0.888247829137015,-35.2576124476425,0.213333333333333,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15.95439,3.57216
PF03502.fasta,15,308,2.0074,0.0,0.303030303030303,0.476190476190476,4.25747126436782,5.32183908045977,4.7767564023783197e-11,13.071929276448,0.0,2.36109271810202,-18.0481343298092,0.67032967032967,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13.30801,6.02341
PF09411.fasta,88,181,1.635,0.0222,0.069060773480663,0.069060773480663,4.96151121605667,6.20188902007084,4.44089209850063e-16,17.0335297283062,0.0,3.47613525277088,-118.658418834011,0.114407912322908,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,79.79268,5.15819
PF03922.fasta,8,227,2.294,0.0,0.495594713656388,0.550660792951542,3.33333333333333,4.16666666666667,2.2204460492503099e-16,6.42256706110521,0.0,4.53686009527024,-1.93688103972596,0.714285714285714,0.9999999999999991,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.44485,1.86799
PF01741.fasta,495,300,1.1861,0.0,0.0175084175084175,0.0161616161616162,5.40475120385233,6.75593900481541,33.7709015457108,59.0227646648472,7.75126221889265,0.0,535.900857116765,0.0409621338413908,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,201.22604,3.47718
PF05197.fasta,30,196,1.9676,0.024,0.0340136054421769,0.0510204081632653,1.74328358208955,2.17910447761194,4.44089209850063e-16,10.4428891196106,0.0,4.87026744348412,-54.65154769898,0.172413793103448,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13.47347,2.39017
PF09796.fasta,90,76,2.4833,0.0,0.0730994152046784,0.0292397660818713,2.02700421940928,2.5337552742616,8.881784197001249e-16,3.32201961515793,0.0,0.0,471.701453877665,0.115679264555669,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,34.78168,2.90994
PF02264.fasta,55,632,1.5852,0.0236,0.10644418872267,0.120828538550058,5.76412556053812,7.20515695067265,1.03318937405561e-07,27.597558315287,0.0,9.32082366105577,-0.581488506288473,0.111111111111111,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,41.58064,3.23034
PF00654.fasta,103,686,1.8286,0.0,0.0509496447677545,0.0537801805881853,8.3138216365308,10.3922770456635,5.46230737702296,27.7272001402221,0.0,0.0,-44.3310380876543,0.132013201320132,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,89.26253,3.96626
PF14479.fasta,92,392,2.3074,0.0,0.069321206743567,0.0720940550133097,7.20908108108108,9.01135135135135,1.77635683940025e-15,22.0025321312977,0.0,0.0,-34.0642952847337,0.161904761904762,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,60.55415,3.95904
PF07835.fasta,28,47,2.1287,0.0,0.0759878419452888,0.151975683890578,2.71428571428571,3.39285714285714,4.44089209850063e-16,0.0931472064116061,0.0,0.0,-18.4274769785614,0.319088319088319,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11.6809,2.37224
